userName,score,content,at
Vijay Meena,5,good app for english learning,2026-02-20 01:23:53
Lana Eastman (Lanalove),5,"Duolingo is super fun, and it helps lean a lot of thing, just don't tell duo I have not been taking my lessons.",2026-02-20 01:20:01
Dr Swanlyn,5,short simple and repetitive sentences/word,2026-02-20 01:18:11
Ayesha Ijaz,4,it's alright and actually helps in improvement,2026-02-20 01:11:35
Lee,1,Freezes since stopped paying as gets stuck loading after advert and have to force close. just an example of the many bugs this has. Some languages have poor ai and others sound like recorded in a metal bucket. English is US only and doesn't make this clear just assumes.,2026-02-20 01:09:45
Abhishek Shukla,4,very good language app💀💀,2026-02-20 01:07:27
Ambicahrithik Suresh,5,it is very friendly app,2026-02-20 01:05:30
Santosh Kbc,5,very good 😊,2026-02-20 01:04:06
TALHA MEHMOOD,2,no Persian (farsi) language,2026-02-20 01:03:06
Chanel Nakamura,1,I can't find/add any friends no matter what I do,2026-02-20 01:01:03
Rokith Sarma,5,this is a good app,2026-02-20 00:59:31
SUDARSHAN PAL,5,this aap was very usefull for English learning,2026-02-20 00:59:19
Tanka Magar,5,i am teaching korean language first i thought It's different but now I think it's simple i am 11 yrs old and when I was 20 yrs i think i an going to korea💕,2026-02-20 00:58:54
Maheshsinh Rajput Education,5,Superb,2026-02-20 00:57:33
Mitchell Anthony,5,I'm learning,2026-02-20 00:56:45
sweeti doll,5,Nice app,2026-02-20 00:55:46
Joseph,5,it really teaches you,2026-02-20 00:54:17
Claire Gordon,4,makes it easier to learn more and fix our language mistakes😁,2026-02-20 00:53:54
Imela Peroti,5,"l love it my jepenes is sow good l,m sow happy 🥰😘🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🥰🥰🥰🥰🥰😘😘😘🤩😘😘🥰😘🤩🥰😘🤩😘😘",2026-02-20 00:53:39
Sita Adhikari,5,This is good but don't try to learn many times in one day,2026-02-20 00:53:05
Rex Ray,5,desirable,2026-02-20 00:51:54
Brayan,5,HOW DO I DELETE SUPER DUO PLEASEE,2026-02-20 00:51:11
Rajesh Singh,5,it is actually good,2026-02-20 00:50:56
Nargis sultana,5,Very good feeling,2026-02-20 00:50:56
Junaidah Uda,5,"Thank you for make this app learning, I was enjoying about your app too super duper amazing. Some of making new and teaching. language and subject look makes me feel growing in my mind as I could. I could be getting a graduation to school!",2026-02-20 00:49:42
Mingso Limbu,5,it's too good app at first i think it's really game the levels are hard but fun to play,2026-02-20 00:48:37
Aro Chomsky,3,"I don't like that every time I end a lesson vibrates, and somehow I feel like if it was using the camara lens, if you add an option to disable that, you are back to 5 stars",2026-02-20 00:48:21
Richmell Lazaro,5,super ganda nya Lalo na pag may gusto Kang pag aralan na language,2026-02-20 00:46:20
Nandia Nandia,5,good app for learning,2026-02-20 00:45:55
Matthias Kwame,5,"enjoying it por,favor",2026-02-20 00:45:38
Yubert Tolentino,5,super nice,2026-02-20 00:45:20
JATESH CHAKMA,5,good performance,2026-02-20 00:42:07
avery,5,"I think it is an amazing learning app for many different people learning new things. Right now, I'm learning Korean, and the quality of the teaching is a 10-10. The ads aren't too bad, and everything is just awesome.",2026-02-20 00:41:09
Terrill Cowans,5,a fun and interesting way to learn has been helping me talk to the spicy Latinas better,2026-02-20 00:35:55
Zannatun Nahar,1,Not much better,2026-02-20 00:35:52
Asnitha Vijitha,1,I love it 💘,2026-02-20 00:34:42
Ian Bacon,4,a lot more ads and interruptions than I thought but it's working.,2026-02-20 00:32:05
ML Jack,5,Great app,2026-02-20 00:30:28
Marc Jevin,5,"this game make me learn more than school but there is one problem, why if u don't have super, u always get ads after lecture",2026-02-20 00:27:43
Kathryn Grace,3,"I like the app, and it's helpful, but I don't like the charges. Maybe if they didn't run out after every question I answer? Then it would be alright. Also, I was rather disappointed to find out that Tagalog course was discontinued. It was the one language I wanted to learn on there.",2026-02-20 00:25:58
Elizabeth Panilag,5,it's awesome,2026-02-20 00:25:31
K T,5,Fantastic learning app!,2026-02-20 00:23:40
Gail Norman,5,"Easy to follow. Great that you're asked to translate, pronounce and type a completed sentence.",2026-02-20 00:23:17
Mohamed Hassan,5,حلو بس لو يعلمني ازاي اكتب ياباني هيبقى حلو,2026-02-20 00:22:42
Mirza Zaheer,4,I know this app already he is a good app for learn any language but there is no Urdu language I want to learn English and I am a Urdu speaker but the app don't give Urdu language hope the app developer add Urdu language very soon by the way it's a very good app,2026-02-20 00:22:23
Arron Cheow See Hee,5,Good job 👏 👍 👌,2026-02-20 00:17:22
champions gem,5,برنامج حلو اوي,2026-02-20 00:15:42
Saad Ali Waraich,5,very informative,2026-02-20 00:14:28
JC Reno,5,love the app,2026-02-20 00:14:26
J L,2,got much worse since they use the battery system instead of the heart system. if you don't pay you are just watching adds till high heaven without learning anything.,2026-02-20 00:12:19
George Fernandes,5,So fun really really fun,2026-02-20 00:11:43
Axel Ross Parinasan,5,"It is really helpful if you want to learn new languages. Plus, the UI is so beginner friendly, so you won't get overwhelmed when using the app as a beginner. Thanks a lot Doulingo and I will continue using the app for a long time.",2026-02-20 00:10:32
Harou Shoki,5,👍 good,2026-02-20 00:09:16
Khan ruqqi,5,good,2026-02-20 00:09:06
sumaiya thowfeek,5,sooo good for beginners but I lost my account so I had to make a new one,2026-02-20 00:07:03
Quinn,3,"learning wise its great, but the constant reminders of your streak do get kinda boring and often cause boredom or directly make me not want to do it so yes it works, its just not fun. so its more of a helpful study app than an educational game app",2026-02-20 00:06:03
Euseff Andrei Soguilon,5,five star,2026-02-20 00:05:13
That one Guy,1,"no more hearts, now there's energy that shortens potential learning time. officially uninstalling. the greed never ends ladies and gentlemen",2026-02-19 23:55:47
Alissa Caldwell,4,I enjoy learning; listening and speaking the languages! I appreciate Duolingo!!,2026-02-19 23:54:17
Jorge Luis Chávez Herrera,2,"I wish this app had better quality control. The exercises for Japanese lessons are plagued with mistakes, and it's very frustrating that at times you have no other choice than choosing a wrong answer, or you will be stuck without being able to progress. Also, the audio is inconsistent and sometimes doesn't work properly. It's a good concept for an app, but executed very poorly for the price.",2026-02-19 23:53:22
Maria,3,"pushing for paid subscriptions. please consider adding some regional languages (apart from Hindi) app keeps crashing as soon as the screen opens, then closes completely. gonna lose my streak tomorrow if this keeps happening. very frustrating. please fix it.",2026-02-19 23:50:15
Xam Sucol,5,Cool!!,2026-02-19 23:50:14
Solmaz Biaban Nikjoo,3,"The Duolingo Max chat feature, Lily AI conversations has been repeatedly freezing during use. The issue typically occurs while the AI is generating a response or immediately after I submit my reply. When this happens, the session does not complete properly and my XP/progress is not consistently recorded. I have confirmed that my internet connection is stable and the app is updated. Given that this is a paid feature, I would appreciate assistance in resolving the issue, restoring lost progress.",2026-02-19 23:48:10
J G,5,works awesome!!,2026-02-19 23:46:01
emily d,4,l learned so much,2026-02-19 23:45:42
farhad hossain,4,Doulingo is very helpful and useful for the Beginners to learn English. I practice regularly and learn english with doulingo.,2026-02-19 23:42:23
PAGG_ gage,5,Very fun to use and good teaching material,2026-02-19 23:39:23
Yaritza Martinez,5,I love it im learning so well thank you 😊,2026-02-19 23:35:20
D4rkshadow6,2,"capture craze chess gamemode is unplayably laggy to the point my queen can be taken by invisible pieces making the game completely unplayable due to needing 30 points of material to pass, but being able to lose huge amounts instantly by pieces not even rendered on the playing board. pisses me off because i am progression locked until i can complete it but cant even see the enemy pieces. meaning it is complete luck if i actually get any material.",2026-02-19 23:31:41
Moatasem,5,I highly recommend it,2026-02-19 23:29:46
Karol Hry,3,"Lags on listening exercises (which are boring and really useless). The examples are very repetitive (I found myself saying ""the train station is on the left"" 5 times in a row) and they are very unrealistic.",2026-02-19 23:28:21
Kevin Walton,5,Good for beginners. 👍,2026-02-19 23:22:28
The Burn,4,nothing is perfect,2026-02-19 23:20:16
Olivia Carew,4,I like Duolingo it's useful but I think that if they had a thing for looking up words like for example you are trying to figure out how to say how are you today? in itailan it would tell you ... come stai oggi? But for free.,2026-02-19 23:19:44
Lenka B,1,"the new ""energy"" is absolutely horrible. Update: And now even watch the add for 5+ doesn't work?! I clicked on this 3x now, watched the FULL advert and still have the same amount of energy. What a scam, you are getting paid for the advertisem while i get nothing!",2026-02-19 23:17:15
Afifah Muyassaroh,5,"this app improve my language skill so well, thank you Duolingo! ❤️",2026-02-19 23:16:17
Makanjuola O. Michael,5,user friendly,2026-02-19 23:16:02
Fred Bik,4,great,2026-02-19 23:15:44
Abigail N,5,YOUR AWESOME DUOLINGO!,2026-02-19 23:13:13
KOUANI MAHMOUD,5,is great app,2026-02-19 23:10:12
SULTAN AL RUBAI'EY,5,Great to learn,2026-02-19 23:07:47
Kayden Francis,5,BEST PLACE TO LEARN FRENCH!!!,2026-02-19 23:03:12
Dylan Herrera,5,I love it because its helping me learn Spanish to communicate with my friends,2026-02-19 23:00:14
Ester Vrapi,1,AI use 👎 Hire actual humans.,2026-02-19 23:00:11
Katharine Roslof,1,"My review would have been 4 stars but since yesterday I haven't been able to access my account at all to continue my streak (after having recently reached 1000 days!). I've tried through the app (deleting and redownloading multiple times), through my web browser, even went incognito but still nothing. Please help! I don't want to lose my streak that I worked so hard for. I like doing my daily lessons.",2026-02-19 22:59:01
Doha Hassan,5,thanks for duolingo ❤️♥️❤️♥️❤️♥️❤️♥️❤️♥️❤️❤️♥️❤️❤️♥️❤️❤️❤️❤️❤️♥️♥️♥️♥️♥️♥️❤️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️🇪🇬,2026-02-19 22:56:18
Mars Jones,3,"Fun way to learn another language. I just really hate the constant ads and advertising of duolingo super. Another complaint is when asked to speak into the mic, it takes a second or two after pressing the button for it to register what I'm saying and it has caused some mistakes during my lessons. Other than that, I enjoy the app",2026-02-19 22:53:37
NOBADDAYS928,5,this is helping so much with Spanish,2026-02-19 22:52:22
Mitzy Aguilar,5,It the best app to learn!,2026-02-19 22:52:08
Morocco Girl,5,The most beautiful app in the world 😍,2026-02-19 22:48:58
Emmzy 042,3,Very nice app to learn other languages I love it,2026-02-19 22:46:35
Cecelia Jones,5,i love it i am learning new things quickly!,2026-02-19 22:43:51
Leanna Lee,5,this app helped me learn Japanese,2026-02-19 22:39:42
Abia Rayan,5,cool app,2026-02-19 22:39:07
Jenna Connolly,5,learning with this is app is so fun!,2026-02-19 22:37:58
Nonye Emmanuella,5,just know it's the best and it is worth it if you are committed to learning a new language. i hope you enjoy it the way I do,2026-02-19 22:34:56
Stefan.lango144@gmail.com Lango,5,duolingo is great,2026-02-19 22:31:59
Nanette Smart,5,"this hasn't got the capacity of slowing the language, to understand the spanish",2026-02-19 22:31:14
EPHRAIM IBE,2,"app icon looks irritating pls change it, I hate holes",2026-02-19 22:30:04
Omar Negm,5,I like it sm and it made me lear. new things,2026-02-19 22:28:46
Popoola Kehinde,5,So far so good.,2026-02-19 22:28:18
Zineb Yzh,4,the best,2026-02-19 22:25:47
Brandon Dempsey,5,"very user friendly, and well designed app!",2026-02-19 22:25:32
Kadedra Livingston,5,this apps helps allot,2026-02-19 22:23:45
Stephanie Gofman,4,I'm a fluent russian speaker and know mostly how to write and duoligo mispronounce words to the point I can't even under stand what they are saying or example they would spell a word and say it only mean one thing when it could mean multiple depending on sentence used for example what they have marked as castle it can mean lock also other than that it a great app dear duolingo please research vocabulary and also please have people that speak that language verify,2026-02-19 22:22:35
Nehan Khan,5,good,2026-02-19 22:19:27
abirami shalini,5,I liike,2026-02-19 22:16:56
Jonathan Sakala,5,Honestly...this app is really helping me learn know my dream language...I really thank the inventory for thinking of crafting such a wonderful app...thanks really ❤️,2026-02-19 22:15:47
Nathan Fung,4,Duolingo should not change things all the time. I always have to figure out these new or modified features.,2026-02-19 22:14:53
